"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 26 20:39:48 GMT 2024","Mon Aug 26 20:39:48 GMT 2024","236","","main_test","","","","test_pet_operations",""
"passed","Mon Aug 26 20:39:48 GMT 2024","Mon Aug 26 20:39:48 GMT 2024","0","","main_test","","","","test2",""
"passed","Mon Aug 26 20:39:48 GMT 2024","Mon Aug 26 20:39:48 GMT 2024","65","","main_test","","","","test_update_pet_data",""
