"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 26 21:00:03 GMT 2024","Mon Aug 26 21:00:03 GMT 2024","153","","main_test","","","","test_update_pet_data",""
"passed","Mon Aug 26 21:00:03 GMT 2024","Mon Aug 26 21:00:03 GMT 2024","1","","main_test","","","","test2",""
"passed","Mon Aug 26 21:00:03 GMT 2024","Mon Aug 26 21:00:03 GMT 2024","102","","main_test","","","","test_pet_operations",""
