"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 26 20:42:29 GMT 2024","Mon Aug 26 20:42:30 GMT 2024","359","","main_test","","","","test_pet_operations",""
"passed","Mon Aug 26 20:42:29 GMT 2024","Mon Aug 26 20:42:29 GMT 2024","153","","main_test","","","","test_update_pet_data",""
"passed","Mon Aug 26 20:42:30 GMT 2024","Mon Aug 26 20:42:30 GMT 2024","0","","main_test","","","","test2",""
