"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 26 11:18:23 GMT 2024","Mon Aug 26 11:18:23 GMT 2024","158","","main_test","","","","test_update_pet_data",""
