"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 26 20:48:30 GMT 2024","Mon Aug 26 20:48:31 GMT 2024","364","","main_test","","","","test_update_pet_data",""
"passed","Mon Aug 26 20:48:31 GMT 2024","Mon Aug 26 20:48:31 GMT 2024","1","","main_test","","","","test2",""
"passed","Mon Aug 26 20:48:31 GMT 2024","Mon Aug 26 20:48:31 GMT 2024","335","","main_test","","","","test_pet_operations",""
