"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 26 21:02:02 GMT 2024","Mon Aug 26 21:02:02 GMT 2024","299","","main_test","","","","test_update_pet_data",""
"passed","Mon Aug 26 21:02:02 GMT 2024","Mon Aug 26 21:02:02 GMT 2024","245","","main_test","","","","test_pet_operations",""
"passed","Mon Aug 26 21:02:02 GMT 2024","Mon Aug 26 21:02:02 GMT 2024","0","","main_test","","","","test2",""
